Date,Time,T1,T2, T3,T4, Scale
2024/05/20,09:11:35,62.2,57.6,20.1,-OL,C
2024/05/20,09:21:35,63.2,68.7,20.8,-OL,C
2024/05/20,09:31:35,63.3,69.2,21.3,-OL,C
2024/05/20,09:41:35,64.6,70.1,21.3,-OL,C
2024/05/20,09:51:35,65.0,70.8,21.9,-OL,C
2024/05/20,10:01:35,66.1,71.6,21.6,-OL,C
2024/05/20,10:11:35,66.5,72.3,22.7,-OL,C
2024/05/20,10:21:35,66.8,73.0,22.7,-OL,C
2024/05/20,10:31:35,67.4,73.4,22.9,-OL,C
2024/05/20,10:41:35,68.2,74.6,22.8,-OL,C
2024/05/20,10:51:35,69.0,75.3,23.1,-OL,C
2024/05/20,11:01:35,70.1,75.9,23.4,-OL,C
2024/05/20,11:11:35,70.9,76.7,22.9,-OL,C
2024/05/20,11:21:35,71.7,77.4,21.7,-OL,C
2024/05/20,11:31:35,29.8,78.6,21.7,-OL,C
2024/05/20,11:41:35,-OL,79.4,21.4,-OL,C
2024/05/20,11:51:35,-OL,80.1,22.7,-OL,C
2024/05/20,12:01:35,-OL,80.9,22.0,-OL,C
2024/05/20,12:11:35,-OL,81.4,22.3,-OL,C
2024/05/20,12:21:35,-OL,82.3,23.4,-OL,C
2024/05/20,12:31:35,-OL,83.2,22.9,-OL,C
2024/05/20,12:41:35,-OL,84.1,24.8,-OL,C
2024/05/20,12:51:35,-OL,84.6,26.9,-OL,C
2024/05/20,13:01:35,-OL,85.0,26.7,-OL,C
2024/05/20,13:11:35,-OL,85.4,26.2,-OL,C
2024/05/20,13:21:35,-OL,85.8,26.0,-OL,C
2024/05/20,13:31:35,-OL,85.9,25.8,-OL,C
2024/05/20,13:41:35,-OL,84.1,25.7,-OL,C
2024/05/20,13:51:35,69.5,84.1,25.6,-OL,C
2024/05/20,14:01:35,68.5,84.1,25.4,-OL,C
2024/05/20,14:11:35,68.6,84.1,25.3,-OL,C
2024/05/20,14:21:35,68.4,84.1,25.1,-OL,C
2024/05/20,14:31:35,68.1,84.1,25.2,-OL,C
2024/05/20,14:41:35,68.7,84.2,24.9,-OL,C
2024/05/20,14:51:35,67.9,84.4,24.5,-OL,C
2024/05/20,15:01:35,67.3,84.4,25.0,-OL,C
2024/05/20,15:11:35,68.1,84.4,25.2,-OL,C
2024/05/20,15:21:35,68.7,84.3,25.0,-OL,C
2024/05/20,15:31:35,67.4,84.3,25.0,-OL,C
2024/05/20,15:41:35,66.3,86.3,24.8,-OL,C
2024/05/20,15:51:35,66.8,86.3,24.4,-OL,C
2024/05/20,16:01:35,66.8,86.2,23.9,-OL,C
2024/05/20,16:11:35,67.1,86.2,23.7,-OL,C
2024/05/20,16:21:35,67.7,85.9,23.6,-OL,C
2024/05/20,16:31:35,68.1,85.8,23.5,-OL,C
2024/05/20,16:41:35,67.8,85.6,23.4,-OL,C
2024/05/20,16:51:35,68.1,85.4,23.4,-OL,C
2024/05/20,17:01:35,68.3,85.2,23.3,-OL,C
2024/05/20,17:11:35,68.4,84.9,23.2,-OL,C
2024/05/20,17:21:35,68.1,84.7,22.9,-OL,C
2024/05/20,17:31:35,68.0,84.3,22.8,-OL,C
2024/05/20,17:41:35,67.9,84.1,22.7,-OL,C
2024/05/20,17:51:35,67.8,83.8,22.5,-OL,C
2024/05/20,18:01:35,67.2,83.5,22.4,-OL,C
2024/05/20,18:11:35,67.3,83.3,22.3,-OL,C
2024/05/20,18:21:35,67.3,82.9,22.0,-OL,C
2024/05/20,18:31:35,66.6,82.7,21.9,-OL,C
2024/05/20,18:41:35,65.4,82.4,21.8,-OL,C
2024/05/20,18:51:35,65.1,82.1,21.7,-OL,C
2024/05/20,19:01:35,65.2,81.8,21.6,-OL,C
2024/05/20,19:11:35,65.3,81.4,21.4,-OL,C
2024/05/20,19:21:35,65.0,81.2,21.3,-OL,C
2024/05/20,19:31:35,65.8,81.0,21.3,-OL,C
2024/05/20,19:41:35,65.7,80.8,21.2,-OL,C
2024/05/20,19:51:35,65.2,80.6,21.1,-OL,C
2024/05/20,20:01:35,64.9,80.3,21.1,-OL,C
2024/05/20,20:11:35,64.7,80.1,20.9,-OL,C
2024/05/20,20:21:35,64.8,79.8,20.9,-OL,C
2024/05/20,20:31:35,64.7,79.6,20.9,-OL,C
2024/05/20,20:41:35,64.2,79.3,20.8,-OL,C
2024/05/20,20:51:35,63.6,79.1,20.7,-OL,C
2024/05/20,21:01:35,63.1,78.9,20.7,-OL,C
2024/05/20,21:11:35,63.1,78.7,20.7,-OL,C
2024/05/20,21:21:35,62.3,78.4,20.6,-OL,C
2024/05/20,21:31:35,62.4,78.3,20.6,-OL,C
2024/05/20,21:41:35,62.8,78.1,20.6,-OL,C
2024/05/20,21:51:35,62.7,77.8,20.6,-OL,C
2024/05/20,22:01:35,62.3,77.6,20.6,-OL,C
2024/05/20,22:11:35,62.2,77.3,20.6,-OL,C
2024/05/20,22:21:35,62.1,77.1,20.6,-OL,C
2024/05/20,22:31:35,61.9,76.9,20.4,-OL,C
2024/05/20,22:41:35,61.6,76.7,20.4,-OL,C
2024/05/20,22:51:35,61.5,76.5,20.4,-OL,C
2024/05/20,23:01:35,61.2,76.2,20.4,-OL,C
2024/05/20,23:11:35,60.4,76.0,20.4,-OL,C
2024/05/20,23:21:35,60.1,75.9,20.4,-OL,C
2024/05/20,23:31:35,59.9,75.7,20.4,-OL,C
2024/05/20,23:41:35,60.3,75.4,20.3,-OL,C
2024/05/20,23:51:35,60.4,75.3,20.3,-OL,C
2024/05/21,00:01:35,60.5,75.1,20.3,-OL,C
2024/05/21,00:11:35,60.5,74.9,20.3,-OL,C
2024/05/21,00:21:35,59.9,74.7,20.2,-OL,C
2024/05/21,00:31:35,59.3,74.4,20.3,-OL,C
2024/05/21,00:41:35,58.6,74.3,20.2,-OL,C
2024/05/21,00:51:35,59.4,74.1,20.3,-OL,C
2024/05/21,01:01:35,59.6,73.9,20.3,-OL,C
2024/05/21,01:11:35,59.6,73.8,20.3,-OL,C
2024/05/21,01:21:35,59.3,73.6,20.3,-OL,C
2024/05/21,01:31:35,58.9,73.4,20.3,-OL,C
2024/05/21,01:41:35,58.9,73.2,20.3,-OL,C
2024/05/21,01:51:35,59.1,72.9,20.3,-OL,C
2024/05/21,02:01:35,58.9,72.8,20.3,-OL,C
2024/05/21,02:11:35,58.6,72.6,20.3,-OL,C
2024/05/21,02:21:35,58.4,72.5,20.3,-OL,C
2024/05/21,02:31:35,58.5,72.3,20.3,-OL,C
2024/05/21,02:41:35,58.1,72.2,20.3,-OL,C
2024/05/21,02:51:35,57.9,71.9,20.3,-OL,C
2024/05/21,03:01:35,57.9,71.8,20.3,-OL,C
2024/05/21,03:11:35,57.8,71.6,20.3,-OL,C
2024/05/21,03:21:35,57.3,71.4,20.3,-OL,C
2024/05/21,03:31:35,57.2,71.2,20.3,-OL,C
2024/05/21,03:41:35,56.9,71.1,20.3,-OL,C
2024/05/21,03:51:35,56.3,70.9,20.3,-OL,C
2024/05/21,04:01:35,56.8,70.8,20.3,-OL,C
2024/05/21,04:11:35,55.7,70.7,20.2,-OL,C
2024/05/21,04:21:35,55.4,70.4,20.2,-OL,C
2024/05/21,04:31:35,55.2,70.3,20.3,-OL,C
2024/05/21,04:41:35,55.1,70.2,20.3,-OL,C
2024/05/21,04:51:35,54.8,69.9,20.3,-OL,C
2024/05/21,05:01:35,54.8,69.8,20.3,-OL,C
2024/05/21,05:11:35,54.9,69.6,20.3,-OL,C
2024/05/21,05:21:35,54.7,69.4,20.3,-OL,C
2024/05/21,05:31:35,54.8,69.3,20.3,-OL,C
2024/05/21,05:41:35,54.7,69.1,20.3,-OL,C
2024/05/21,05:51:35,54.8,69.0,20.3,-OL,C
2024/05/21,06:01:35,54.8,68.9,20.3,-OL,C
2024/05/21,06:11:35,54.8,68.6,20.3,-OL,C
2024/05/21,06:21:35,54.6,68.5,20.3,-OL,C
2024/05/21,06:31:35,54.6,68.3,20.3,-OL,C
2024/05/21,06:41:35,54.3,68.2,20.3,-OL,C
2024/05/21,06:51:35,54.3,68.1,20.3,-OL,C
2024/05/21,07:01:35,54.4,67.9,20.3,-OL,C
2024/05/21,07:11:35,54.6,67.8,20.3,-OL,C
2024/05/21,07:21:35,54.3,67.6,20.3,-OL,C
2024/05/21,07:31:35,54.2,67.5,20.3,-OL,C
2024/05/21,07:41:35,60.1,67.6,20.4,-OL,C
2024/05/21,07:51:35,59.3,67.5,20.4,-OL,C
2024/05/21,08:01:35,58.8,67.4,20.4,-OL,C
2024/05/21,08:11:35,58.8,67.3,20.4,-OL,C
2024/05/21,08:21:35,59.0,67.3,20.4,-OL,C
2024/05/21,08:31:35,58.7,67.3,20.5,-OL,C
2024/05/21,08:41:35,58.7,67.3,20.5,-OL,C
2024/05/21,08:51:35,59.4,67.5,20.5,-OL,C
2024/05/21,09:01:35,60.4,68.2,20.6,-OL,C
2024/05/21,09:11:35,60.9,68.9,20.7,-OL,C
2024/05/21,09:21:35,62.2,69.9,20.8,-OL,C
2024/05/21,09:31:35,62.8,71.1,21.2,-OL,C
2024/05/21,09:41:35,63.2,72.1,22.0,-OL,C
2024/05/21,09:51:35,63.8,72.9,22.0,-OL,C
2024/05/21,10:01:35,64.7,73.6,22.2,-OL,C
2024/05/21,10:11:35,66.0,74.3,22.1,-OL,C
2024/05/21,10:21:35,67.5,75.4,22.6,-OL,C
