Date,Time,T1,T2, T3,T4, Scale
2024/05/24,12:07:04,64.4,67.0,23.9,-OL,C
2024/05/24,12:17:04,65.6,66.9,27.1,-OL,C
2024/05/24,12:27:04,64.7,66.3,24.0,-OL,C
2024/05/24,12:37:04,64.4,66.8,23.7,-OL,C
2024/05/24,12:47:04,65.0,66.8,23.6,-OL,C
2024/05/24,12:57:04,66.7,67.5,23.6,-OL,C
2024/05/24,13:07:04,65.8,67.8,23.5,-OL,C
2024/05/24,13:17:04,66.8,68.1,23.5,-OL,C
2024/05/24,13:27:04,65.9,68.3,23.5,-OL,C
2024/05/24,13:37:04,65.9,68.3,23.4,-OL,C
2024/05/24,13:47:04,66.1,68.2,23.3,-OL,C
2024/05/24,13:57:04,66.1,68.1,23.3,-OL,C
2024/05/24,14:07:04,66.0,67.8,23.1,-OL,C
2024/05/24,14:17:04,69.3,67.6,19.1,-OL,C
2024/05/24,14:27:04,65.8,67.5,22.8,-OL,C
2024/05/24,14:37:04,65.5,67.4,22.7,-OL,C
2024/05/24,14:47:04,65.5,67.5,22.7,-OL,C
2024/05/24,14:57:04,65.5,67.5,22.7,-OL,C
2024/05/24,15:07:04,65.0,67.4,22.7,-OL,C
2024/05/24,15:17:04,64.9,67.3,22.7,-OL,C
2024/05/24,15:27:04,64.9,67.2,22.7,-OL,C
2024/05/24,15:37:04,64.8,67.6,22.7,-OL,C
2024/05/24,15:47:04,64.7,67.4,22.6,-OL,C
2024/05/24,15:57:04,64.7,67.3,22.6,-OL,C
2024/05/24,16:07:04,64.2,67.5,22.5,-OL,C
2024/05/24,16:17:04,64.4,67.3,22.5,-OL,C
2024/05/24,16:27:04,64.4,67.2,22.5,-OL,C
2024/05/24,16:37:04,64.1,67.1,22.4,-OL,C
2024/05/24,16:47:04,63.4,64.8,22.4,-OL,C
2024/05/24,16:57:04,61.3,64.9,22.3,-OL,C
2024/05/24,17:07:04,60.7,64.9,22.2,-OL,C
2024/05/24,17:17:04,60.9,61.4,22.0,-OL,C
2024/05/24,17:27:04,61.3,61.4,21.9,-OL,C
2024/05/24,17:37:04,61.7,61.5,21.8,-OL,C
2024/05/24,17:47:04,62.0,61.5,21.7,-OL,C
2024/05/24,17:57:04,62.0,61.5,21.6,-OL,C
2024/05/24,18:07:04,61.3,61.5,21.3,-OL,C
2024/05/24,18:17:04,60.9,61.6,21.2,-OL,C
