Date,Time,T1,T2, T3,T4, Scale
2024/06/11,12:22:53,45.3,45.4,20.8,-OL,C
2024/06/11,12:32:53,45.5,45.8,21.0,-OL,C
2024/06/11,12:42:53,45.8,46.2,21.1,-OL,C
2024/06/11,12:52:53,46.2,46.3,21.1,-OL,C
2024/06/11,13:02:53,47.2,47.1,21.2,-OL,C
2024/06/11,13:12:53,47.2,47.3,21.4,-OL,C
2024/06/11,13:22:53,47.0,47.6,21.6,-OL,C
2024/06/11,13:32:53,47.3,47.8,21.7,-OL,C
2024/06/11,13:42:53,47.5,47.9,21.7,-OL,C
2024/06/11,13:52:53,47.6,48.1,21.9,-OL,C
2024/06/11,14:02:53,47.4,48.1,21.9,-OL,C
2024/06/11,14:12:53,47.5,47.8,21.5,-OL,C
2024/06/11,14:22:53,47.6,47.8,21.6,-OL,C
2024/06/11,14:32:53,47.8,47.9,21.6,-OL,C
2024/06/11,14:42:53,47.8,47.9,21.7,-OL,C
2024/06/11,14:52:53,47.6,47.8,21.1,-OL,C
2024/06/11,15:02:53,47.9,47.8,21.2,-OL,C
2024/06/11,15:12:53,47.8,47.9,21.3,-OL,C
2024/06/11,15:22:53,47.7,47.8,21.3,-OL,C
2024/06/11,15:32:53,48.1,47.9,21.4,-OL,C
2024/06/11,15:42:53,47.9,48.1,21.4,-OL,C
2024/06/11,15:52:53,47.7,47.9,21.4,-OL,C
2024/06/11,16:02:53,47.8,47.8,21.3,-OL,C
2024/06/11,16:12:53,47.9,48.2,21.4,-OL,C
2024/06/11,16:22:53,47.8,48.4,21.5,-OL,C
2024/06/11,16:32:53,47.7,48.4,21.4,-OL,C
2024/06/11,16:42:53,47.7,48.3,21.3,-OL,C
2024/06/11,16:52:53,47.6,48.1,21.1,-OL,C
2024/06/11,17:02:53,47.7,47.9,21.0,-OL,C
2024/06/11,17:12:53,47.4,47.8,21.0,-OL,C
2024/06/11,17:22:53,47.3,47.7,20.9,-OL,C
2024/06/11,17:32:53,47.2,47.6,20.8,-OL,C
2024/06/11,17:42:53,47.1,47.3,20.6,-OL,C
2024/06/11,17:52:53,46.9,47.1,20.3,-OL,C
2024/06/11,18:02:53,46.9,46.9,20.2,-OL,C
2024/06/11,18:12:53,46.8,46.7,19.9,-OL,C
2024/06/11,18:22:53,46.5,46.4,19.7,-OL,C
2024/06/11,18:32:53,46.6,46.1,19.6,-OL,C
2024/06/11,18:42:53,46.4,45.9,19.5,-OL,C
2024/06/11,18:52:53,46.1,45.8,19.2,-OL,C
2024/06/11,19:02:53,45.8,45.6,19.1,-OL,C
2024/06/11,19:12:53,45.6,45.3,19.0,-OL,C
2024/06/11,19:22:53,45.5,45.1,18.9,-OL,C
2024/06/11,19:32:53,45.3,44.8,18.9,-OL,C
2024/06/11,19:42:53,45.0,44.6,18.9,-OL,C
2024/06/11,19:52:53,44.9,44.5,18.9,-OL,C
2024/06/11,20:02:53,44.7,44.3,18.9,-OL,C
2024/06/11,20:12:53,44.4,44.2,18.9,-OL,C
2024/06/11,20:22:53,44.3,43.9,18.8,-OL,C
2024/06/11,20:32:53,44.0,43.8,18.8,-OL,C
2024/06/11,20:42:53,43.9,43.6,18.8,-OL,C
2024/06/11,20:52:53,43.7,43.3,18.8,-OL,C
2024/06/11,21:02:53,43.3,43.2,18.7,-OL,C
2024/06/11,21:12:53,43.2,43.0,18.6,-OL,C
2024/06/11,21:22:53,42.9,42.8,18.6,-OL,C
2024/06/11,21:32:53,42.7,42.7,18.6,-OL,C
2024/06/11,21:42:53,42.6,42.5,18.4,-OL,C
2024/06/11,21:52:53,42.3,42.4,18.4,-OL,C
2024/06/11,22:02:53,42.1,42.3,18.4,-OL,C
2024/06/11,22:12:53,41.9,42.1,18.4,-OL,C
2024/06/11,22:22:53,41.8,41.9,18.3,-OL,C
2024/06/11,22:32:53,41.7,41.7,18.3,-OL,C
2024/06/11,22:42:53,41.6,41.6,18.3,-OL,C
2024/06/11,22:52:53,41.1,41.4,18.2,-OL,C
2024/06/11,23:02:53,40.8,41.1,18.3,-OL,C
2024/06/11,23:12:53,40.6,40.8,18.7,-OL,C
2024/06/11,23:22:53,40.3,40.7,18.7,-OL,C
2024/06/11,23:32:53,40.2,40.6,18.7,-OL,C
2024/06/11,23:42:53,40.1,40.4,18.5,-OL,C
2024/06/11,23:52:53,39.9,40.3,18.3,-OL,C
