Date,Time,T1,T2, T3,T4, Scale
2024/06/06,10:53:26,27.6,28.5,18.8,17.6,C
2024/06/06,11:03:26,27.6,29.1,19.6,17.7,C
2024/06/06,11:13:26,27.8,29.3,19.7,18.0,C
2024/06/06,11:23:26,27.9,29.6,19.7,18.3,C
2024/06/06,11:33:26,28.2,29.8,19.7,18.8,C
2024/06/06,11:43:26,28.1,30.2,19.7,19.3,C
2024/06/06,11:53:26,28.4,30.6,19.8,20.0,C
2024/06/06,12:03:26,28.8,31.1,20.1,20.6,C
2024/06/06,12:13:26,30.1,31.7,20.5,21.1,C
2024/06/06,12:23:26,30.4,32.1,20.7,21.6,C
2024/06/06,12:33:26,29.4,32.6,21.0,22.1,C
2024/06/06,12:43:26,28.7,33.2,21.3,22.2,C
2024/06/06,12:53:26,30.1,33.6,21.5,22.1,C
2024/06/06,13:03:26,33.1,33.7,21.6,21.9,C
2024/06/06,13:13:26,31.4,34.1,21.6,21.9,C
2024/06/06,13:23:26,30.6,34.3,21.7,21.9,C
2024/06/06,13:33:26,33.6,34.4,21.9,21.9,C
2024/06/06,13:43:26,32.2,34.7,22.2,22.2,C
2024/06/06,13:53:26,31.0,35.0,22.3,22.5,C
2024/06/06,14:03:26,34.1,35.1,22.3,22.3,C
2024/06/06,14:13:26,33.8,35.1,22.2,21.9,C
2024/06/06,14:23:26,33.7,35.3,22.1,21.6,C
2024/06/06,14:33:26,34.2,35.4,22.2,21.4,C
2024/06/06,14:43:26,33.6,35.6,22.2,21.4,C
2024/06/06,14:53:26,34.7,35.9,21.3,21.4,C
2024/06/06,15:03:26,34.0,35.8,22.9,21.4,C
2024/06/06,15:13:26,34.9,35.8,22.3,21.4,C
2024/06/06,15:23:26,34.6,35.8,22.3,21.4,C
2024/06/06,15:33:26,35.1,36.1,22.3,21.4,C
2024/06/06,15:43:26,34.7,36.3,22.5,21.7,C
2024/06/06,15:53:26,34.9,36.4,22.6,21.8,C
2024/06/06,16:03:26,35.4,36.5,22.5,21.8,C
2024/06/06,16:13:26,34.7,36.7,22.3,21.7,C
2024/06/06,16:23:26,35.6,36.8,22.3,21.6,C
2024/06/06,16:33:26,33.5,37.1,22.4,21.6,C
2024/06/06,16:43:26,36.0,37.1,22.4,21.4,C
2024/06/06,16:53:26,35.7,37.0,22.4,21.2,C
2024/06/06,17:03:26,35.6,37.0,22.4,21.1,C
2024/06/06,17:13:26,35.8,37.0,22.3,20.8,C
2024/06/06,17:23:26,35.8,36.9,22.2,20.6,C
2024/06/06,17:33:26,35.7,36.8,22.1,20.4,C
2024/06/06,17:43:26,35.8,36.5,21.8,20.1,C
2024/06/06,17:53:26,35.7,36.4,21.7,19.9,C
2024/06/06,18:03:26,35.6,36.3,21.5,19.6,C
2024/06/06,18:13:26,35.5,36.1,21.2,19.4,C
2024/06/06,18:23:26,35.4,35.9,21.0,19.0,C
2024/06/06,18:33:26,35.3,35.8,20.9,18.7,C
2024/06/06,18:43:26,35.2,35.6,20.6,18.4,C
2024/06/06,18:53:26,35.2,35.5,20.5,18.3,C
