Place,Date,Time,Value,Unit
1280,5/31/24,14:55:21,22000,LUX     
1281,5/31/24,15:05:21,12580,LUX     
1282,5/31/24,15:15:21,15510,LUX     
1283,5/31/24,15:25:21,18500,LUX     
1284,5/31/24,15:35:21,13260,LUX     
1285,5/31/24,15:45:21,14020,LUX     
1286,5/31/24,15:55:21,24900,LUX     
1287,5/31/24,16:05:21,27500,LUX     
1288,5/31/24,16:15:21,32200,LUX     
1289,5/31/24,16:25:21,11300,LUX     
1290,5/31/24,16:35:21,9470,LUX     
1291,5/31/24,16:45:21,11910,LUX     
1292,5/31/24,16:55:21,12910,LUX     
1293,5/31/24,17:05:21,15540,LUX     
1294,5/31/24,17:15:21,10180,LUX     
1295,5/31/24,17:25:21,6660,LUX     
1296,5/31/24,17:35:21,7620,LUX     
1297,5/31/24,17:45:21,6020,LUX     
1298,5/31/24,17:55:21,4200,LUX     
1299,5/31/24,18:05:21,1303,LUX     
1300,5/31/24,18:15:21,477,LUX     
1301,5/31/24,18:25:21,126,LUX     
1302,5/31/24,18:35:21,60,LUX     
1303,5/31/24,18:45:21,6,LUX     
1304,5/31/24,18:55:21,0,LUX     
1305,5/31/24,19:05:21,0,LUX     
1306,5/31/24,19:15:21,0,LUX     
1307,5/31/24,19:25:21,0,LUX     
1308,5/31/24,19:35:21,0,LUX     
1309,5/31/24,19:45:21,0,LUX     
1310,5/31/24,19:55:21,0,LUX     
1311,5/31/24,20:05:21,0,LUX     
1312,5/31/24,20:15:21,0,LUX     
1313,5/31/24,20:25:21,0,LUX     
1314,5/31/24,20:35:21,0,LUX     
1315,5/31/24,20:45:21,0,LUX     
1316,5/31/24,20:55:21,0,LUX     
1317,5/31/24,21:05:21,0,LUX     
1318,5/31/24,21:15:21,0,LUX     
1319,5/31/24,21:25:21,0,LUX     
1320,5/31/24,21:35:21,0,LUX     
1321,5/31/24,21:45:21,0,LUX     
1322,5/31/24,21:55:21,0,LUX     
1323,5/31/24,22:05:21,0,LUX     
1324,5/31/24,22:15:21,0,LUX     
1325,5/31/24,22:25:21,0,LUX     
1326,5/31/24,22:35:21,0,LUX     
1327,5/31/24,22:45:21,0,LUX     
1328,5/31/24,22:55:21,0,LUX     
1329,5/31/24,23:05:21,0,LUX     
1330,5/31/24,23:15:21,0,LUX     
1331,5/31/24,23:25:21,0,LUX     
1332,5/31/24,23:35:21,0,LUX     
1333,5/31/24,23:45:21,0,LUX     
1334,5/31/24,23:55:21,0,LUX     
1335,6/1/24,0:05:21,0,LUX     
1336,6/1/24,0:15:21,0,LUX     
1337,6/1/24,0:25:21,0,LUX     
1338,6/1/24,0:35:21,0,LUX     
1339,6/1/24,0:45:21,0,LUX     
1340,6/1/24,0:55:21,0,LUX     
1341,6/1/24,1:05:21,0,LUX     
1342,6/1/24,1:15:21,0,LUX     
1343,6/1/24,1:25:21,0,LUX     
1344,6/1/24,1:35:21,0,LUX     
1345,6/1/24,1:45:21,0,LUX     
1346,6/1/24,1:55:21,0,LUX     
1347,6/1/24,2:05:21,0,LUX     
1348,6/1/24,2:15:21,0,LUX     
1349,6/1/24,2:25:21,0,LUX     
1350,6/1/24,2:35:21,0,LUX     
1351,6/1/24,2:45:21,0,LUX     
1352,6/1/24,2:55:21,0,LUX     
1353,6/1/24,3:05:21,0,LUX     
1354,6/1/24,3:15:21,0,LUX     
1355,6/1/24,3:25:21,0,LUX     
1356,6/1/24,3:35:21,0,LUX     
1357,6/1/24,3:45:21,0,LUX     
1358,6/1/24,3:55:21,0,LUX     
1359,6/1/24,4:05:21,0,LUX     
1360,6/1/24,4:15:21,0,LUX     
1361,6/1/24,4:25:21,0,LUX     
1362,6/1/24,4:35:21,0,LUX     
1363,6/1/24,4:45:21,0,LUX     
1364,6/1/24,4:55:21,0,LUX     
1365,6/1/24,5:05:21,0,LUX     
1366,6/1/24,5:15:21,0,LUX     
1367,6/1/24,5:25:21,0,LUX     
1368,6/1/24,5:35:21,0,LUX     
1369,6/1/24,5:45:21,0,LUX     
1370,6/1/24,5:55:21,0,LUX     
1371,6/1/24,6:05:21,1,LUX     
1372,6/1/24,6:15:21,24,LUX     
1373,6/1/24,6:25:21,127,LUX     
1374,6/1/24,6:35:21,396,LUX     
1375,6/1/24,6:45:21,913,LUX     
1376,6/1/24,6:55:21,1478,LUX     
1377,6/1/24,7:05:21,2930,LUX     
1378,6/1/24,7:15:21,3990,LUX     
1379,6/1/24,7:25:21,4780,LUX     
1380,6/1/24,7:35:21,6390,LUX     
1381,6/1/24,7:45:21,11150,LUX     
1382,6/1/24,7:55:21,7430,LUX     
1383,6/1/24,8:05:21,23700,LUX     
1384,6/1/24,8:15:21,23600,LUX     
1385,6/1/24,8:25:21,28600,LUX     
1386,6/1/24,8:35:21,32300,LUX     
1387,6/1/24,8:45:21,35900,LUX     
1388,6/1/24,8:55:21,39300,LUX     
1389,6/1/24,9:05:21,42700,LUX     
1390,6/1/24,9:15:21,46300,LUX     
1391,6/1/24,9:25:21,49300,LUX     
1392,6/1/24,9:35:21,52100,LUX     
1393,6/1/24,9:45:21,55400,LUX     
1394,6/1/24,9:55:21,58300,LUX     
1395,6/1/24,10:05:21,61600,LUX     
1396,6/1/24,10:15:21,63400,LUX     
1397,6/1/24,10:25:21,68200,LUX     
1398,6/1/24,10:35:21,70200,LUX     
1399,6/1/24,10:45:21,72000,LUX     
1400,6/1/24,10:55:21,74100,LUX     
1401,6/1/24,11:05:21,77000,LUX     
1402,6/1/24,11:15:21,76900,LUX     
1403,6/1/24,11:25:21,79300,LUX     
1404,6/1/24,11:35:21,78900,LUX     
1405,6/1/24,11:45:21,80100,LUX     
1406,6/1/24,11:55:21,82800,LUX     
1407,6/1/24,12:05:21,87100,LUX     
1408,6/1/24,12:15:21,88100,LUX     
1409,6/1/24,12:25:21,25600,LUX     
1410,6/1/24,12:35:21,87100,LUX     
1411,6/1/24,12:45:21,80000,LUX     
1412,6/1/24,12:55:21,18800,LUX     
1413,6/1/24,13:05:21,23500,LUX     
1414,6/1/24,13:15:21,24300,LUX     
1415,6/1/24,13:25:21,21300,LUX     
1416,6/1/24,13:35:21,17810,LUX     
1417,6/1/24,13:45:21,16810,LUX     
1418,6/1/24,13:55:21,20700,LUX     
1419,6/1/24,14:05:21,16560,LUX     
1420,6/1/24,14:15:21,12690,LUX     
1421,6/1/24,14:25:21,21100,LUX     
1422,6/1/24,14:35:21,19700,LUX     
1423,6/1/24,14:45:21,13140,LUX     
1424,6/1/24,14:55:21,16600,LUX     
1425,6/1/24,15:05:21,9350,LUX     
1426,6/1/24,15:15:21,15260,LUX     
1427,6/1/24,15:25:21,11360,LUX     
1428,6/1/24,15:35:21,6540,LUX     
1429,6/1/24,15:45:21,5140,LUX     
1430,6/1/24,15:55:21,3020,LUX     
1431,6/1/24,16:05:21,1890,LUX     
1432,6/1/24,16:15:21,3050,LUX     
1433,6/1/24,16:25:21,1583,LUX     
1434,6/1/24,16:35:21,2320,LUX     
1435,6/1/24,16:45:21,2960,LUX     
1436,6/1/24,16:55:21,3760,LUX     
1437,6/1/24,17:05:21,5130,LUX     
1438,6/1/24,17:15:21,5960,LUX     
1439,6/1/24,17:25:21,4580,LUX     
1440,6/1/24,17:35:21,1890,LUX     
1441,6/1/24,17:45:21,4040,LUX     
1442,6/1/24,17:55:21,3900,LUX     
1443,6/1/24,18:05:21,2550,LUX     
1444,6/1/24,18:15:21,1584,LUX     
1445,6/1/24,18:25:21,356,LUX     
1446,6/1/24,18:35:21,72,LUX     
1447,6/1/24,18:45:21,11,LUX     
1448,6/1/24,18:55:21,0,LUX     
1449,6/1/24,19:05:21,0,LUX     
1450,6/1/24,19:15:21,0,LUX     
1451,6/1/24,19:25:21,0,LUX     
1452,6/1/24,19:35:21,0,LUX     
1453,6/1/24,19:45:21,0,LUX     
1454,6/1/24,19:55:21,0,LUX     
1455,6/1/24,20:05:21,0,LUX     
1456,6/1/24,20:15:21,0,LUX     
1457,6/1/24,20:25:21,0,LUX     
1458,6/1/24,20:35:21,0,LUX     
1459,6/1/24,20:45:21,0,LUX     
1460,6/1/24,20:55:21,0,LUX     
1461,6/1/24,21:05:21,0,LUX     
1462,6/1/24,21:15:21,0,LUX     
1463,6/1/24,21:25:21,0,LUX     
1464,6/1/24,21:35:21,0,LUX     
1465,6/1/24,21:45:21,0,LUX     
1466,6/1/24,21:55:21,0,LUX     
1467,6/1/24,22:05:21,0,LUX     
1468,6/1/24,22:15:21,0,LUX     
1469,6/1/24,22:25:21,0,LUX     
1470,6/1/24,22:35:21,0,LUX     
1471,6/1/24,22:45:21,0,LUX     
1472,6/1/24,22:55:21,0,LUX     
1473,6/1/24,23:05:21,0,LUX     
1474,6/1/24,23:15:21,0,LUX     
1475,6/1/24,23:25:21,0,LUX     
1476,6/1/24,23:35:21,0,LUX     
1477,6/1/24,23:45:21,0,LUX     
1478,6/1/24,23:55:21,0,LUX     
1479,6/2/24,0:05:21,0,LUX     
1480,6/2/24,0:15:21,0,LUX     
1481,6/2/24,0:25:21,0,LUX     
1482,6/2/24,0:35:21,0,LUX     
1483,6/2/24,0:45:21,0,LUX     
1484,6/2/24,0:55:21,0,LUX     
1485,6/2/24,1:05:21,0,LUX     
1486,6/2/24,1:15:21,0,LUX     
1487,6/2/24,1:25:21,0,LUX     
1488,6/2/24,1:35:21,1,LUX     
1489,6/2/24,1:45:21,1,LUX     
1490,6/2/24,1:55:21,0,LUX     
1491,6/2/24,2:05:21,0,LUX     
1492,6/2/24,2:15:21,0,LUX     
1493,6/2/24,2:25:21,0,LUX     
1494,6/2/24,2:35:21,0,LUX     
1495,6/2/24,2:45:21,0,LUX     
1496,6/2/24,2:55:21,0,LUX     
1497,6/2/24,3:05:21,0,LUX     
1498,6/2/24,3:15:21,0,LUX     
1499,6/2/24,3:25:21,0,LUX     
1500,6/2/24,3:35:21,0,LUX     
1501,6/2/24,3:45:21,0,LUX     
1502,6/2/24,3:55:21,0,LUX     
1503,6/2/24,4:05:21,0,LUX     
1504,6/2/24,4:15:21,0,LUX     
1505,6/2/24,4:25:21,0,LUX     
1506,6/2/24,4:35:21,0,LUX     
1507,6/2/24,4:45:21,0,LUX     
1508,6/2/24,4:55:21,0,LUX     
1509,6/2/24,5:05:21,0,LUX     
1510,6/2/24,5:15:21,0,LUX     
1511,6/2/24,5:25:21,0,LUX     
1512,6/2/24,5:35:21,0,LUX     
1513,6/2/24,5:45:21,0,LUX     
1514,6/2/24,5:55:21,0,LUX     
1515,6/2/24,6:05:21,1,LUX     
1516,6/2/24,6:15:21,24,LUX     
1517,6/2/24,6:25:21,181,LUX     
1518,6/2/24,6:35:21,752,LUX     
1519,6/2/24,6:45:21,1683,LUX     
1520,6/2/24,6:55:21,2210,LUX     
1521,6/2/24,7:05:21,2960,LUX     
1522,6/2/24,7:15:21,4850,LUX     
1523,6/2/24,7:25:21,6080,LUX     
1524,6/2/24,7:35:21,7530,LUX     
1525,6/2/24,7:45:21,7520,LUX     
1526,6/2/24,7:55:21,10630,LUX     
1527,6/2/24,8:05:21,14030,LUX     
1528,6/2/24,8:15:21,13250,LUX     
1529,6/2/24,8:25:21,15970,LUX     
1530,6/2/24,8:35:21,14880,LUX     
1531,6/2/24,8:45:21,22800,LUX     
1532,6/2/24,8:55:21,20400,LUX     
1533,6/2/24,9:05:21,42200,LUX     
1534,6/2/24,9:15:21,30900,LUX     
1535,6/2/24,9:25:21,32100,LUX     
1536,6/2/24,9:35:21,26400,LUX     
1537,6/2/24,9:45:21,25700,LUX     
1538,6/2/24,9:55:21,53200,LUX     
1539,6/2/24,10:05:21,39900,LUX     
1540,6/2/24,10:15:21,64800,LUX     
1541,6/2/24,10:25:21,55100,LUX     
1542,6/2/24,10:35:21,45000,LUX     
1543,6/2/24,10:45:21,53400,LUX     
1544,6/2/24,10:55:21,76800,LUX     
1545,6/2/24,11:05:21,80300,LUX     
1546,6/2/24,11:15:21,26900,LUX     
1547,6/2/24,11:25:21,56100,LUX     
1548,6/2/24,11:35:21,88400,LUX     
1549,6/2/24,11:45:21,81900,LUX     
1550,6/2/24,11:55:21,82000,LUX     
1551,6/2/24,12:05:21,82500,LUX     
1552,6/2/24,12:15:21,82600,LUX     
1553,6/2/24,12:25:21,84200,LUX     
1554,6/2/24,12:35:21,85000,LUX     
1555,6/2/24,12:45:21,22800,LUX     
1556,6/2/24,12:55:21,19400,LUX     
1557,6/2/24,13:05:21,88300,LUX     
1558,6/2/24,13:15:21,34300,LUX     
1559,6/2/24,13:25:21,22500,LUX     
1560,6/2/24,13:35:21,15990,LUX     
1561,6/2/24,13:45:21,26200,LUX     
1562,6/2/24,13:55:21,22000,LUX     
1563,6/2/24,14:05:21,17290,LUX     
1564,6/2/24,14:15:21,23200,LUX     
1565,6/2/24,14:25:21,19700,LUX     
1566,6/2/24,14:35:21,16920,LUX     
1567,6/2/24,14:45:21,17670,LUX     
1568,6/2/24,14:55:21,11090,LUX     
1569,6/2/24,15:05:21,8940,LUX     
1570,6/2/24,15:15:21,12870,LUX     
1571,6/2/24,15:25:21,12430,LUX     
1572,6/2/24,15:35:21,12930,LUX     
1573,6/2/24,15:45:21,14150,LUX     
1574,6/2/24,15:55:21,9800,LUX     
1575,6/2/24,16:05:21,34800,LUX     
1576,6/2/24,16:15:21,28200,LUX     
1577,6/2/24,16:25:21,16220,LUX     
1578,6/2/24,16:35:21,27000,LUX     
1579,6/2/24,16:45:21,8410,LUX     
1580,6/2/24,16:55:21,6580,LUX     
1581,6/2/24,17:05:21,11770,LUX     
1582,6/2/24,17:15:21,7290,LUX     
1583,6/2/24,17:25:21,5030,LUX     
1584,6/2/24,17:35:21,5870,LUX     
1585,6/2/24,17:45:21,2000,LUX     
1586,6/2/24,17:55:21,2100,LUX     
1587,6/2/24,18:05:21,1248,LUX     
1588,6/2/24,18:15:21,790,LUX     
1589,6/2/24,18:25:21,370,LUX     
1590,6/2/24,18:35:21,102,LUX     
1591,6/2/24,18:45:21,10,LUX     
1592,6/2/24,18:55:21,0,LUX     
1593,6/2/24,19:05:21,0,LUX     
1594,6/2/24,19:15:21,0,LUX     
1595,6/2/24,19:25:21,0,LUX     
1596,6/2/24,19:35:21,0,LUX     
1597,6/2/24,19:45:21,0,LUX     
1598,6/2/24,19:55:21,0,LUX     
1599,6/2/24,20:05:21,0,LUX     
1600,6/2/24,20:15:21,0,LUX     
1601,6/2/24,20:25:21,0,LUX     
1602,6/2/24,20:35:21,0,LUX     
1603,6/2/24,20:45:21,0,LUX     
1604,6/2/24,20:55:21,0,LUX     
1605,6/2/24,21:05:21,0,LUX     
1606,6/2/24,21:15:21,0,LUX     
1607,6/2/24,21:25:21,0,LUX     
1608,6/2/24,21:35:21,0,LUX     
1609,6/2/24,21:45:21,0,LUX     
1610,6/2/24,21:55:21,0,LUX     
1611,6/2/24,22:05:21,0,LUX     
1612,6/2/24,22:15:21,0,LUX     
1613,6/2/24,22:25:21,0,LUX     
1614,6/2/24,22:35:21,0,LUX     
1615,6/2/24,22:45:21,0,LUX     
1616,6/2/24,22:55:21,0,LUX     
1617,6/2/24,23:05:21,0,LUX     
1618,6/2/24,23:15:21,0,LUX     
1619,6/2/24,23:25:21,0,LUX     
1620,6/2/24,23:35:21,0,LUX     
1621,6/2/24,23:45:21,0,LUX     
1622,6/2/24,23:55:21,0,LUX     
1623,6/3/24,0:05:21,0,LUX     
1624,6/3/24,0:15:21,0,LUX     
1625,6/3/24,0:25:21,0,LUX     
1626,6/3/24,0:35:21,0,LUX     
1627,6/3/24,0:45:21,0,LUX     
1628,6/3/24,0:55:21,0,LUX     
1629,6/3/24,1:05:21,0,LUX     
1630,6/3/24,1:15:21,1,LUX     
1631,6/3/24,1:25:21,0,LUX     
1632,6/3/24,1:35:21,0,LUX     
1633,6/3/24,1:45:21,1,LUX     
1634,6/3/24,1:55:21,0,LUX     
1635,6/3/24,2:05:21,1,LUX     
1636,6/3/24,2:15:21,0,LUX     
1637,6/3/24,2:25:21,0,LUX     
1638,6/3/24,2:35:21,1,LUX     
1639,6/3/24,2:45:21,0,LUX     
1640,6/3/24,2:55:21,0,LUX     
1641,6/3/24,3:05:21,0,LUX     
1642,6/3/24,3:15:21,0,LUX     
1643,6/3/24,3:25:21,0,LUX     
1644,6/3/24,3:35:21,0,LUX     
1645,6/3/24,3:45:21,0,LUX     
1646,6/3/24,3:55:21,0,LUX     
1647,6/3/24,4:05:21,0,LUX     
1648,6/3/24,4:15:21,0,LUX     
1649,6/3/24,4:25:21,1,LUX     
1650,6/3/24,4:35:21,1,LUX     
1651,6/3/24,4:45:21,1,LUX     
1652,6/3/24,4:55:21,1,LUX     
1653,6/3/24,5:05:21,1,LUX     
1654,6/3/24,5:15:21,1,LUX     
1655,6/3/24,5:25:21,1,LUX     
1656,6/3/24,5:35:21,1,LUX     
1657,6/3/24,5:45:21,1,LUX     
1658,6/3/24,5:55:21,1,LUX     
1659,6/3/24,6:05:21,2,LUX     
1660,6/3/24,6:15:21,20,LUX     
1661,6/3/24,6:25:21,124,LUX     
1662,6/3/24,6:35:21,469,LUX     
1663,6/3/24,6:45:21,855,LUX     
1664,6/3/24,6:55:21,1360,LUX     
1665,6/3/24,7:05:21,2390,LUX     
1666,6/3/24,7:15:21,3130,LUX     
1667,6/3/24,7:25:21,3980,LUX     
1668,6/3/24,7:35:21,6760,LUX     
1669,6/3/24,7:45:21,6110,LUX     
1670,6/3/24,7:55:21,5850,LUX     
1671,6/3/24,8:05:21,11600,LUX     
1672,6/3/24,8:15:21,9980,LUX     
1673,6/3/24,8:25:21,10160,LUX     
1674,6/3/24,8:35:21,8720,LUX     
1675,6/3/24,8:45:21,8220,LUX     
1676,6/3/24,8:55:21,9920,LUX     
1677,6/3/24,9:05:21,15250,LUX     
1678,6/3/24,9:15:21,12670,LUX     
1679,6/3/24,9:25:21,22300,LUX     
1680,6/3/24,9:35:21,21200,LUX     
1681,6/3/24,9:45:21,23900,LUX     
1682,6/3/24,9:55:21,17600,LUX     
1683,6/3/24,10:05:21,19600,LUX     
1684,6/3/24,10:15:21,23300,LUX     
1685,6/3/24,10:25:21,50200,LUX     
1686,6/3/24,10:35:21,37300,LUX     
1687,6/3/24,10:45:21,26400,LUX     
1688,6/3/24,10:55:21,32300,LUX     
1689,6/3/24,11:05:21,30800,LUX     
1690,6/3/24,11:15:21,43800,LUX     
1691,6/3/24,11:25:21,17860,LUX     
1692,6/3/24,11:35:21,28800,LUX     
1693,6/3/24,11:45:21,28400,LUX     
1694,6/3/24,11:55:21,38000,LUX     
1695,6/3/24,12:05:21,66800,LUX     
1696,6/3/24,12:15:21,31300,LUX     
1697,6/3/24,12:25:21,27900,LUX     
1698,6/3/24,12:35:21,56400,LUX     
1699,6/3/24,12:45:21,60600,LUX     
1700,6/3/24,12:55:21,19100,LUX     
1701,6/3/24,13:05:21,31200,LUX     
1702,6/3/24,13:15:21,28200,LUX     
1703,6/3/24,13:25:21,21200,LUX     
1704,6/3/24,13:35:21,20500,LUX     
1705,6/3/24,13:45:21,24800,LUX     
1706,6/3/24,13:55:21,27900,LUX     
1707,6/3/24,14:05:21,37400,LUX     
1708,6/3/24,14:15:21,14230,LUX     
1709,6/3/24,14:25:21,23000,LUX     
1710,6/3/24,14:35:21,28600,LUX     
1711,6/3/24,14:45:21,15940,LUX     
1712,6/3/24,14:55:21,20300,LUX     
1713,6/3/24,15:05:21,19400,LUX     
1714,6/3/24,15:15:21,22200,LUX     
1715,6/3/24,15:25:21,11950,LUX     
1716,6/3/24,15:35:21,22400,LUX     
1717,6/3/24,15:45:21,22200,LUX     
1718,6/3/24,15:55:21,28900,LUX     
1719,6/3/24,16:05:21,11160,LUX     
1720,6/3/24,16:15:21,23500,LUX     
1721,6/3/24,16:25:21,16190,LUX     
1722,6/3/24,16:35:21,19000,LUX     
1723,6/3/24,16:45:21,9940,LUX     
1724,6/3/24,16:55:21,7430,LUX     
1725,6/3/24,17:05:21,7810,LUX     
1726,6/3/24,17:15:21,10290,LUX     
1727,6/3/24,17:25:21,3770,LUX     
1728,6/3/24,17:35:21,2720,LUX     
1729,6/3/24,17:45:21,2660,LUX     
1730,6/3/24,17:55:21,2010,LUX     
1731,6/3/24,18:05:21,893,LUX     
1732,6/3/24,18:15:21,585,LUX     
1733,6/3/24,18:25:21,263,LUX     
1734,6/3/24,18:35:21,59,LUX     
1735,6/3/24,18:45:21,9,LUX     
1736,6/3/24,18:55:21,0,LUX     
1737,6/3/24,19:05:21,0,LUX     
1738,6/3/24,19:15:21,0,LUX     
1739,6/3/24,19:25:21,0,LUX     
1740,6/3/24,19:35:21,0,LUX     
1741,6/3/24,19:45:21,0,LUX     
1742,6/3/24,19:55:21,0,LUX     
1743,6/3/24,20:05:21,0,LUX     
1744,6/3/24,20:15:21,0,LUX     
1745,6/3/24,20:25:21,0,LUX     
1746,6/3/24,20:35:21,0,LUX     
1747,6/3/24,20:45:21,0,LUX     
1748,6/3/24,20:55:21,0,LUX     
1749,6/3/24,21:05:21,0,LUX     
1750,6/3/24,21:15:21,0,LUX     
1751,6/3/24,21:25:21,0,LUX     
1752,6/3/24,21:35:21,0,LUX     
1753,6/3/24,21:45:21,0,LUX     
1754,6/3/24,21:55:21,0,LUX     
1755,6/3/24,22:05:21,0,LUX     
1756,6/3/24,22:15:21,0,LUX     
1757,6/3/24,22:25:21,0,LUX     
1758,6/3/24,22:35:21,0,LUX     
1759,6/3/24,22:45:21,0,LUX     
1760,6/3/24,22:55:21,0,LUX     
1761,6/3/24,23:05:21,0,LUX     
1762,6/3/24,23:15:21,0,LUX     
1763,6/3/24,23:25:21,0,LUX     
1764,6/3/24,23:35:21,0,LUX     
1765,6/3/24,23:45:21,0,LUX     
1766,6/3/24,23:55:21,0,LUX     
1767,6/4/24,0:05:21,0,LUX     
1768,6/4/24,0:15:21,0,LUX     
1769,6/4/24,0:25:21,0,LUX     
1770,6/4/24,0:35:21,0,LUX     
1771,6/4/24,0:45:21,0,LUX     
1772,6/4/24,0:55:21,0,LUX     
1773,6/4/24,1:05:21,0,LUX     
1774,6/4/24,1:15:21,0,LUX     
1775,6/4/24,1:25:21,0,LUX     
1776,6/4/24,1:35:21,0,LUX     
1777,6/4/24,1:45:21,0,LUX     
1778,6/4/24,1:55:21,0,LUX     
1779,6/4/24,2:05:21,0,LUX     
1780,6/4/24,2:15:21,0,LUX     
1781,6/4/24,2:25:21,0,LUX     
1782,6/4/24,2:35:21,0,LUX     
1783,6/4/24,2:45:21,0,LUX     
1784,6/4/24,2:55:21,0,LUX     
1785,6/4/24,3:05:21,0,LUX     
1786,6/4/24,3:15:21,0,LUX     
1787,6/4/24,3:25:21,0,LUX     
1788,6/4/24,3:35:21,0,LUX     
1789,6/4/24,3:45:21,0,LUX     
1790,6/4/24,3:55:21,0,LUX     
1791,6/4/24,4:05:21,0,LUX     
1792,6/4/24,4:15:21,0,LUX     
1793,6/4/24,4:25:21,0,LUX     
1794,6/4/24,4:35:21,0,LUX     
1795,6/4/24,4:45:21,0,LUX     
1796,6/4/24,4:55:21,0,LUX     
1797,6/4/24,5:05:21,0,LUX     
1798,6/4/24,5:15:21,0,LUX     
1799,6/4/24,5:25:21,0,LUX     
1800,6/4/24,5:35:21,0,LUX     
1801,6/4/24,5:45:21,0,LUX     
1802,6/4/24,5:55:21,0,LUX     
1803,6/4/24,6:05:21,1,LUX     
1804,6/4/24,6:15:21,18,LUX     
1805,6/4/24,6:25:21,135,LUX     
1806,6/4/24,6:35:21,553,LUX     
1807,6/4/24,6:45:21,1184,LUX     
1808,6/4/24,6:55:21,1874,LUX     
1809,6/4/24,7:05:21,2860,LUX     
1810,6/4/24,7:15:21,3910,LUX     
1811,6/4/24,7:25:21,5010,LUX     
1812,6/4/24,7:35:21,7570,LUX     
1813,6/4/24,7:45:21,9770,LUX     
1814,6/4/24,7:55:21,14500,LUX     
1815,6/4/24,8:05:21,12330,LUX     
1816,6/4/24,8:15:21,13600,LUX     
1817,6/4/24,8:25:21,13140,LUX     
1818,6/4/24,8:35:21,22000,LUX     
1819,6/4/24,8:45:21,32900,LUX     
1820,6/4/24,8:55:21,34300,LUX     
1821,6/4/24,9:05:21,43100,LUX     
1822,6/4/24,9:15:21,47300,LUX     
1823,6/4/24,9:25:21,49400,LUX     
1824,6/4/24,9:35:21,49500,LUX     
1825,6/4/24,9:45:21,53600,LUX     
1826,6/4/24,9:55:21,51300,LUX     
1827,6/4/24,10:05:21,61700,LUX     
1828,6/4/24,10:15:21,61000,LUX     
1829,6/4/24,10:25:21,58600,LUX     
1830,6/4/24,10:35:21,13860,LUX     
1831,6/4/24,10:45:21,63700,LUX     
1832,6/4/24,10:55:21,65600,LUX     
1833,6/4/24,11:05:21,62500,LUX     
1834,6/4/24,11:15:21,65400,LUX     
1835,6/4/24,11:25:21,64600,LUX     
1836,6/4/24,11:35:21,69100,LUX     
1837,6/4/24,11:45:21,72000,LUX     
1838,6/4/24,11:55:21,75200,LUX     
1839,6/4/24,12:05:21,75500,LUX     
1840,6/4/24,12:15:21,79300,LUX     
1841,6/4/24,12:25:21,78300,LUX     
1842,6/4/24,12:35:21,76200,LUX     
1843,6/4/24,12:45:21,70700,LUX     
1844,6/4/24,12:55:21,27600,LUX     
1845,6/4/24,13:05:21,53900,LUX     
1846,6/4/24,13:15:21,28200,LUX     
1847,6/4/24,13:25:21,21100,LUX     
1848,6/4/24,13:35:21,21100,LUX     
1849,6/4/24,13:45:21,21400,LUX     
1850,6/4/24,13:55:21,21100,LUX     
1851,6/4/24,14:05:21,12880,LUX     
1852,6/4/24,14:15:21,8370,LUX     
1853,6/4/24,14:25:21,12180,LUX     
1854,6/4/24,14:35:21,14800,LUX     
1855,6/4/24,14:45:21,20200,LUX     
1856,6/4/24,14:55:21,11350,LUX     
1857,6/4/24,15:05:21,14450,LUX     
1858,6/4/24,15:15:21,15120,LUX     
1859,6/4/24,15:25:21,8450,LUX     
1860,6/4/24,15:35:21,3410,LUX     
1861,6/4/24,15:45:21,5470,LUX     
1862,6/4/24,15:55:21,6550,LUX     
1863,6/4/24,16:05:21,6100,LUX     
1864,6/4/24,16:15:21,3630,LUX     
1865,6/4/24,16:25:21,2850,LUX     
1866,6/4/24,16:35:21,4980,LUX     
1867,6/4/24,16:45:21,1675,LUX     
1868,6/4/24,16:55:21,713,LUX     
1869,6/4/24,17:05:21,1248,LUX     
1870,6/4/24,17:15:21,2400,LUX     
Place,Date,Time,Value,Unit
1871,6/6/24,11:11:42,12210,LUX     
1872,6/6/24,11:21:41,16880,LUX     
1873,6/6/24,11:31:41,19860,LUX     
1874,6/6/24,11:41:41,20300,LUX     
1875,6/6/24,11:51:41,25700,LUX     
1876,6/6/24,12:01:41,32100,LUX     
1877,6/6/24,12:11:41,37800,LUX     
1878,6/6/24,12:21:41,30900,LUX     
1879,6/6/24,12:31:41,32300,LUX     
1880,6/6/24,12:41:41,36200,LUX     
1881,6/6/24,12:51:41,33000,LUX     
1882,6/6/24,13:01:41,26600,LUX     
1883,6/6/24,13:11:41,24100,LUX     
1884,6/6/24,13:21:41,20800,LUX     
1885,6/6/24,13:31:41,23200,LUX     
1886,6/6/24,13:41:41,24700,LUX     
1887,6/6/24,13:51:41,22100,LUX     
1888,6/6/24,14:01:41,28000,LUX     
1889,6/6/24,14:11:41,15380,LUX     
1890,6/6/24,14:21:41,13730,LUX     
1891,6/6/24,14:31:41,14080,LUX     
1892,6/6/24,14:41:41,20300,LUX     
1893,6/6/24,14:51:41,13950,LUX     
1894,6/6/24,15:01:41,16140,LUX     
1895,6/6/24,15:11:41,21200,LUX     
1896,6/6/24,15:21:41,15920,LUX     
1897,6/6/24,15:31:41,13690,LUX     
1898,6/6/24,15:41:41,16970,LUX     
1899,6/6/24,15:51:41,22100,LUX     
